status,card_present_flag,txn_description,balance,gender,age,merchant_state,extraction,amount,movement
authorized,1,SALES-POS,2460.9,M,44,VIC,2018-08-03T03:06:39.000+0000,19.84,debit
posted,,PAYMENT,29932.51,M,28,,2018-08-03T04:00:00.000+0000,124,debit
posted,,PAYMENT,124.59,M,43,,2018-08-03T04:00:00.000+0000,23,debit
posted,,PAYMENT,1529.58,F,19,,2018-08-03T04:00:00.000+0000,40,debit
authorized,1,SALES-POS,2014.57,F,43,VIC,2018-08-03T04:17:52.000+0000,17.22,debit
authorized,1,POS,100.86,M,35,QLD,2018-08-03T04:39:08.000+0000,18.51,debit
posted,,PAYMENT,29867.51,M,28,,2018-08-03T05:00:00.000+0000,65,debit
authorized,1,SALES-POS,6610.74,M,20,SA,2018-08-03T05:02:29.000+0000,8.51,debit
posted,,PAYMENT,736.76,F,26,,2018-08-03T06:00:00.000+0000,195,debit
posted,,INTER BANK,42557.09,M,22,,2018-08-03T06:00:00.000+0000,147,debit
posted,,PAYMENT,986.72,M,25,,2018-08-03T06:00:00.000+0000,28,debit
posted,,PAYMENT,1512.46,F,21,,2018-08-03T06:00:00.000+0000,28,debit
authorized,1,POS,2457.1,M,24,VIC,2018-08-03T06:35:59.000+0000,19.56,debit
posted,,PAYMENT,54849.99,M,40,,2018-08-03T07:00:00.000+0000,131,debit
posted,,INTER BANK,5876.68,M,35,,2018-08-03T07:00:00.000+0000,110,debit
posted,,PAYMENT,107.59,M,43,,2018-08-03T07:00:00.000+0000,17,debit
authorized,1,SALES-POS,164.08,M,37,NSW,2018-08-03T07:23:42.000+0000,21.25,debit
authorized,1,SALES-POS,1477.37,M,30,NSW,2018-08-03T08:00:16.000+0000,291.31,debit
authorized,0,SALES-POS,2451.88,M,44,VIC,2018-08-03T08:13:58.000+0000,9.02,debit
authorized,1,POS,401.05,F,53,NSW,2018-08-03T08:27:40.000+0000,22.96,debit
authorized,1,POS,721.46,F,26,QLD,2018-08-03T08:41:22.000+0000,15.3,debit
authorized,0,SALES-POS,35174.73,M,42,VIC,2018-08-03T08:55:04.000+0000,30.6,debit
authorized,0,SALES-POS,19.07,M,23,SA,2018-08-03T09:03:52.000+0000,67.89,debit
authorized,1,SALES-POS,1464.57,M,30,QLD,2018-08-03T09:09:56.000+0000,12.8,debit
authorized,0,POS,391.94,F,53,QLD,2018-08-03T09:15:59.000+0000,9.11,debit
authorized,1,POS,515.07,F,24,VIC,2018-08-03T09:22:03.000+0000,6.66,debit
authorized,0,SALES-POS,283.32,M,22,VIC,2018-08-03T09:28:07.000+0000,7.56,debit
authorized,1,POS,1442.26,M,30,VIC,2018-08-03T09:34:10.000+0000,22.31,debit
authorized,1,SALES-POS,712.47,F,26,QLD,2018-08-03T09:40:14.000+0000,8.99,debit
authorized,1,SALES-POS,1413.48,M,30,QLD,2018-08-03T09:46:18.000+0000,28.78,debit
authorized,1,SALES-POS,704.86,F,26,QLD,2018-08-03T09:52:21.000+0000,7.61,debit
authorized,0,POS,155.82,M,38,SA,2018-08-03T09:58:25.000+0000,16.04,debit
posted,,PAYMENT,58002.04,M,33,,2018-08-03T10:00:00.000+0000,50,debit
authorized,1,POS,11299.28,M,24,QLD,2018-08-03T10:10:43.000+0000,24.55,debit
authorized,1,POS,154.59,M,37,NSW,2018-08-03T10:25:13.000+0000,9.49,debit
authorized,1,SALES-POS,24252.89,F,50,VIC,2018-08-03T10:39:42.000+0000,15.84,debit
authorized,1,SALES-POS,315.62,F,21,VIC,2018-08-03T10:54:12.000+0000,11.32,debit
posted,,INTER BANK,249.62,F,21,,2018-08-03T11:00:00.000+0000,66,debit
posted,,PAYMENT,1417.62,F,35,,2018-08-03T11:00:00.000+0000,147,debit
posted,,PAYMENT,1408.27,F,41,,2018-08-03T11:00:00.000+0000,33,debit
posted,,INTER BANK,1590.28,F,43,,2018-08-03T11:00:00.000+0000,18,debit
posted,,PAY/SALARY,30334.82,M,38,,2018-08-03T11:00:00.000+0000,1880.95,credit
posted,,PAYMENT,585.75,M,21,,2018-08-03T11:00:00.000+0000,130,debit
authorized,0,SALES-POS,702.78,F,26,QLD,2018-08-03T11:04:41.000+0000,2.08,debit
authorized,1,POS,2597.74,M,20,NSW,2018-08-03T11:12:29.000+0000,61.14,debit
authorized,0,POS,843.34,F,19,VIC,2018-08-03T11:20:18.000+0000,166.57,debit
authorized,1,SALES-POS,271.16,M,22,NSW,2018-08-03T11:28:07.000+0000,12.16,debit
authorized,1,POS,4326.51,F,39,NSW,2018-08-03T11:35:56.000+0000,49.75,debit
authorized,1,POS,40.77,F,26,WA,2018-08-03T11:43:44.000+0000,5.12,debit
authorized,1,SALES-POS,93.06,F,30,NSW,2018-08-03T11:51:33.000+0000,12.83,debit
posted,,PAYMENT,16357.36,F,34,,2018-08-03T12:00:00.000+0000,16,debit
posted,,INTER BANK,1068.27,F,30,,2018-08-03T12:00:00.000+0000,168,debit
posted,,PAY/SALARY,2205.14,F,20,,2018-08-03T12:00:00.000+0000,1138.79,credit
posted,,PAY/SALARY,1072.04,M,37,,2018-08-03T12:00:00.000+0000,917.45,credit
authorized,1,SALES-POS,6827.92,M,39,VIC,2018-08-03T12:15:35.000+0000,51.89,debit
authorized,1,POS,1974.77,F,23,VIC,2018-08-03T12:32:32.000+0000,17.95,debit
authorized,1,POS,834.47,F,24,WA,2018-08-03T12:49:29.000+0000,8.31,debit
posted,,PAY/SALARY,2273.3,F,21,,2018-08-03T13:00:00.000+0000,2023.68,credit
posted,,PAY/SALARY,3801.41,M,52,,2018-08-03T13:00:00.000+0000,3785.78,credit
posted,,PAY/SALARY,735.66,F,64,,2018-08-03T13:00:00.000+0000,576,credit
posted,,PAY/SALARY,1438.7,F,25,,2018-08-03T13:00:00.000+0000,1225.33,credit
posted,,PAY/SALARY,1956.58,F,40,,2018-08-03T13:00:00.000+0000,1946.57,credit
posted,,PAYMENT,42.55,F,21,,2018-08-03T13:00:00.000+0000,29,debit
authorized,1,POS,429.79,M,26,NSW,2018-08-03T13:06:47.000+0000,1233.8,debit
authorized,1,POS,18776.14,F,38,VIC,2018-08-03T13:24:38.000+0000,7.93,debit
authorized,1,SALES-POS,1970.39,F,23,VIC,2018-08-03T13:42:29.000+0000,4.38,debit
posted,,PAYMENT,13561.79,F,46,,2018-08-03T14:00:00.000+0000,22,debit
posted,,PAYMENT,54809.99,M,40,,2018-08-03T14:00:00.000+0000,40,debit
posted,,PAY/SALARY,25689.87,F,50,,2018-08-03T14:00:00.000+0000,1436.98,credit
authorized,1,SALES-POS,1986.01,F,43,VIC,2018-08-03T14:00:09.000+0000,28.56,debit
authorized,1,SALES-POS,691.49,F,26,QLD,2018-08-03T14:08:09.000+0000,11.29,debit
authorized,1,SALES-POS,35144.77,M,42,VIC,2018-08-03T14:16:09.000+0000,29.96,debit
authorized,1,SALES-POS,603.63,M,20,VIC,2018-08-03T14:24:09.000+0000,11.3,debit
authorized,0,SALES-POS,2266.05,F,21,VIC,2018-08-03T14:32:09.000+0000,7.25,debit
authorized,1,POS,588.53,M,42,NSW,2018-08-03T14:40:09.000+0000,17.37,debit
authorized,1,POS,1957.08,F,23,VIC,2018-08-03T14:48:09.000+0000,13.31,debit
authorized,1,POS,680.21,F,26,QLD,2018-08-03T14:56:09.000+0000,11.28,debit
posted,,INTER BANK,2024.14,F,20,,2018-08-03T15:00:00.000+0000,181,debit
posted,,PAY/SALARY,2889.9,F,27,,2018-08-03T15:00:00.000+0000,2840.15,credit
authorized,1,SALES-POS,7.04,M,31,NSW,2018-08-03T15:04:38.000+0000,7.22,debit
authorized,1,POS,4297.82,F,39,NSW,2018-08-03T15:13:34.000+0000,28.69,debit
authorized,0,SALES-POS,49.75,F,27,WA,2018-08-03T15:22:29.000+0000,16.4,debit
authorized,0,POS,1329.27,M,37,NSW,2018-08-03T15:31:25.000+0000,32.52,debit
authorized,1,SALES-POS,2760.42,F,25,QLD,2018-08-03T15:40:21.000+0000,35.43,debit
authorized,1,SALES-POS,1624.53,M,20,NSW,2018-08-03T15:49:17.000+0000,43.38,debit
authorized,1,SALES-POS,575.34,M,42,NSW,2018-08-03T15:58:12.000+0000,13.19,debit
posted,,PAY/SALARY,5042.78,F,25,,2018-08-03T16:00:00.000+0000,2282.36,credit
posted,,PAYMENT,388.2,M,40,,2018-08-03T16:00:00.000+0000,41,debit
posted,,PAY/SALARY,29444.62,M,21,,2018-08-03T16:00:00.000+0000,1560.2,credit
posted,,PAYMENT,29824.51,M,28,,2018-08-03T16:00:00.000+0000,43,debit
posted,,PAYMENT,103466.38,M,42,,2018-08-03T16:00:00.000+0000,193,debit
posted,,PAYMENT,807.47,F,24,,2018-08-03T16:00:00.000+0000,27,debit
authorized,1,POS,4260.22,F,39,SA,2018-08-03T16:12:41.000+0000,37.6,debit
authorized,1,POS,1571.16,F,43,VIC,2018-08-03T16:28:34.000+0000,19.12,debit
authorized,1,SALES-POS,976.39,M,25,WA,2018-08-03T16:44:26.000+0000,10.33,debit
posted,,PAYMENT,4870.78,F,25,,2018-08-03T17:00:00.000+0000,172,debit
posted,,PAY/SALARY,4490.85,M,22,,2018-08-03T17:00:00.000+0000,3328.77,credit
posted,,PAY/SALARY,2645.62,M,35,,2018-08-03T17:00:00.000+0000,2544.76,credit
posted,,PAY/SALARY,3158.66,M,21,,2018-08-03T17:00:00.000+0000,2572.91,credit
authorized,0,SALES-POS,577.48,M,20,VIC,2018-08-03T17:00:11.000+0000,26.15,debit
authorized,1,SALES-POS,2802.4,F,27,WA,2018-08-03T17:19:03.000+0000,87.5,debit
authorized,1,POS,18747.91,F,38,NSW,2018-08-03T17:28:29.000+0000,28.23,debit
authorized,1,POS,29798.38,M,28,NSW,2018-08-03T17:37:55.000+0000,26.13,debit
authorized,1,POS,11278.76,M,24,QLD,2018-08-03T17:47:21.000+0000,20.52,debit
authorized,0,POS,2849.88,M,22,NSW,2018-08-03T17:56:47.000+0000,16.68,debit
posted,,INTER BANK,2233.05,F,21,,2018-08-03T18:00:00.000+0000,33,debit
posted,,PAYMENT,2404.1,M,24,,2018-08-03T18:00:00.000+0000,53,debit
posted,,PAYMENT,18681.91,F,38,,2018-08-03T18:00:00.000+0000,66,debit
authorized,1,POS,54698.48,M,40,WA,2018-08-03T18:14:02.000+0000,111.51,debit
authorized,1,SALES-POS,4244.45,F,39,NSW,2018-08-03T18:35:19.000+0000,15.77,debit
authorized,1,POS,2559.82,M,20,VIC,2018-08-03T18:56:35.000+0000,37.92,debit
posted,,PAYMENT,16294.36,F,34,,2018-08-03T19:00:00.000+0000,63,debit
posted,,INTER BANK,1969.14,F,20,,2018-08-03T19:00:00.000+0000,55,debit
posted,,PAYMENT,4258.5,M,19,,2018-08-03T19:00:00.000+0000,40,debit
posted,,PAYMENT,1858.7,F,35,,2018-08-03T19:00:00.000+0000,45,debit
authorized,0,POS,501.02,F,24,QLD,2018-08-03T19:07:46.000+0000,14.05,debit
authorized,1,POS,783.41,F,24,WA,2018-08-03T19:17:02.000+0000,24.06,debit
authorized,1,SALES-POS,1675.39,F,40,NSW,2018-08-03T19:26:17.000+0000,22,debit
authorized,1,POS,37.99,F,21,NT,2018-08-03T19:35:33.000+0000,4.56,debit
authorized,0,POS,4131.96,M,19,WA,2018-08-03T19:44:48.000+0000,26.45,debit
authorized,1,SALES-POS,4215.53,F,39,NSW,2018-08-03T19:54:04.000+0000,28.92,debit
posted,,PAYMENT,65.48,M,18,,2018-08-03T20:00:00.000+0000,27,debit
authorized,0,POS,1962.57,F,43,VIC,2018-08-03T20:11:43.000+0000,23.44,debit
authorized,1,SALES-POS,16252.76,F,34,QLD,2018-08-03T20:20:20.000+0000,41.6,debit
authorized,0,POS,1202.3,F,43,SA,2018-08-03T20:28:57.000+0000,760.27,debit
authorized,1,POS,18668.82,F,38,VIC,2018-08-03T20:37:35.000+0000,13.09,debit
authorized,0,SALES-POS,1059.66,M,37,NSW,2018-08-03T20:54:49.000+0000,12.38,debit
posted,,PAYMENT,1900.14,F,20,,2018-08-03T21:00:00.000+0000,69,debit
posted,,PAYMENT,50488.26,M,78,,2018-08-03T21:00:00.000+0000,38,debit
posted,,PAYMENT,4208.5,M,19,,2018-08-03T21:00:00.000+0000,50,debit
posted,,PAYMENT,1390.48,M,30,,2018-08-03T21:00:00.000+0000,23,debit
authorized,1,POS,54658.82,M,40,WA,2018-08-03T21:02:27.000+0000,39.66,debit
authorized,1,POS,658.63,F,26,NSW,2018-08-03T21:08:35.000+0000,21.58,debit
authorized,1,SALES-POS,2620.47,M,35,NSW,2018-08-03T21:14:43.000+0000,25.15,debit
authorized,0,POS,977.1,F,43,NSW,2018-08-03T21:20:51.000+0000,225.2,debit
authorized,1,POS,2546.93,M,20,VIC,2018-08-03T21:26:59.000+0000,12.89,debit
authorized,1,POS,924.22,F,43,VIC,2018-08-03T21:33:07.000+0000,52.88,debit
authorized,1,SALES-POS,2494.36,M,22,VIC,2018-08-03T21:39:15.000+0000,17.14,debit
authorized,1,POS,655.15,F,26,QLD,2018-08-03T21:45:23.000+0000,3.48,debit
authorized,1,SALES-POS,377.29,F,53,QLD,2018-08-03T21:51:32.000+0000,14.65,debit
authorized,1,SALES-POS,29785.4,M,28,VIC,2018-08-03T21:57:40.000+0000,12.98,debit
authorized,1,POS,50455.12,M,78,VIC,2018-08-03T22:07:56.000+0000,33.14,debit
authorized,1,SALES-POS,6768.48,M,28,VIC,2018-08-03T22:20:46.000+0000,98.17,debit
authorized,1,POS,610.1,F,26,NSW,2018-08-03T22:33:35.000+0000,45.05,debit
authorized,1,SALES-POS,1354.78,M,30,QLD,2018-08-03T22:46:24.000+0000,35.7,debit
authorized,1,POS,260342.02,M,46,VIC,2018-08-03T22:59:13.000+0000,122.81,debit
posted,,PAYMENT,2363.1,M,24,,2018-08-03T23:00:00.000+0000,41,debit
authorized,1,SALES-POS,103413.04,M,42,NSW,2018-08-03T23:13:14.000+0000,53.34,debit
authorized,1,POS,4855.43,F,25,QLD,2018-08-03T23:27:19.000+0000,15.35,debit
authorized,1,POS,1531.92,F,43,VIC,2018-08-03T23:41:24.000+0000,39.24,debit
authorized,0,POS,5855.3,M,35,SA,2018-08-04T00:29:33.000+0000,21.38,debit
authorized,1,SALES-POS,18660.01,F,38,VIC,2018-08-04T01:05:27.000+0000,8.81,debit
authorized,1,SALES-POS,33235.73,M,42,VIC,2018-08-04T01:23:38.000+0000,1909.04,debit
authorized,1,SALES-POS,2276.76,M,21,WA,2018-08-04T01:41:49.000+0000,8.26,debit
authorized,1,POS,13218.65,M,42,QLD,2018-08-04T01:59:59.000+0000,51.59,debit
posted,,PAYMENT,1412.7,F,25,,2018-08-04T02:00:00.000+0000,26,debit
posted,,PAYMENT,11150.76,M,24,,2018-08-04T02:00:00.000+0000,128,debit
authorized,1,POS,33197.1,M,42,VIC,2018-08-04T02:26:18.000+0000,38.63,debit
authorized,0,POS,13556.17,F,46,SA,2018-08-04T02:52:37.000+0000,5.62,debit
authorized,1,POS,29770.05,M,28,NSW,2018-08-04T03:51:25.000+0000,15.35,debit
posted,,PAYMENT,229.29,F,53,,2018-08-04T04:00:00.000+0000,148,debit
posted,,PAYMENT,29416.62,M,21,,2018-08-04T04:00:00.000+0000,28,debit
authorized,0,POS,489.18,F,24,VIC,2018-08-04T04:19:33.000+0000,11.84,debit
authorized,1,SALES-POS,587.87,F,26,QLD,2018-08-04T04:41:46.000+0000,22.23,debit
posted,,PAYMENT,18615.01,F,38,,2018-08-04T05:00:00.000+0000,45,debit
posted,,PAYMENT,1914.08,F,23,,2018-08-04T05:00:00.000+0000,43,debit
posted,,PAYMENT,33160.1,M,42,,2018-08-04T05:00:00.000+0000,37,debit
posted,,PAYMENT,891.39,M,25,,2018-08-04T05:00:00.000+0000,85,debit
authorized,1,SALES-POS,207.52,F,53,QLD,2018-08-04T05:29:59.000+0000,21.77,debit
posted,,INTER BANK,747.87,F,19,,2018-08-04T06:00:00.000+0000,76,debit
authorized,1,POS,5817.76,M,35,NSW,2018-08-04T06:54:39.000+0000,37.54,debit
authorized,1,POS,3795.1,M,52,NSW,2018-08-04T07:34:04.000+0000,6.31,debit
authorized,1,POS,1660.14,F,40,QLD,2018-08-04T08:09:05.000+0000,15.25,debit
authorized,1,POS,772.47,F,24,NSW,2018-08-04T08:39:23.000+0000,10.94,debit
authorized,1,POS,4153.71,M,19,TAS,2018-08-04T09:02:29.000+0000,54.79,debit
authorized,1,POS,2001.93,M,25,VIC,2018-08-04T09:10:18.000+0000,30.99,debit
authorized,1,POS,1655.05,F,40,QLD,2018-08-04T09:18:07.000+0000,5.09,debit
authorized,1,POS,4473.55,M,22,VIC,2018-08-04T09:25:56.000+0000,17.3,debit
authorized,0,SALES-POS,557.43,F,26,QLD,2018-08-04T09:33:44.000+0000,30.44,debit
authorized,1,POS,18596.61,F,38,VIC,2018-08-04T09:49:22.000+0000,18.4,debit
authorized,1,SALES-POS,13523.96,F,46,NSW,2018-08-04T09:57:11.000+0000,32.21,debit
authorized,1,SALES-POS,4456.55,M,22,VIC,2018-08-04T10:06:09.000+0000,17,debit
authorized,1,POS,1646.98,F,40,QLD,2018-08-04T10:15:46.000+0000,8.07,debit
authorized,1,POS,109.84,M,38,NSW,2018-08-04T10:25:23.000+0000,45.98,debit
authorized,1,SALES-POS,18.45,F,26,NSW,2018-08-04T10:34:59.000+0000,22.32,debit
authorized,1,SALES-POS,546.21,F,26,QLD,2018-08-04T10:44:36.000+0000,11.22,debit
authorized,1,SALES-POS,2775.14,F,27,SA,2018-08-04T10:54:13.000+0000,27.26,debit
posted,,INTER BANK,3712.1,M,52,,2018-08-04T11:00:00.000+0000,83,debit
authorized,1,SALES-POS,3148.44,M,21,VIC,2018-08-04T11:03:10.000+0000,10.22,debit
authorized,1,SALES-POS,1886.47,F,20,WA,2018-08-04T11:11:06.000+0000,13.67,debit
authorized,0,SALES-POS,538.62,F,26,QLD,2018-08-04T11:19:02.000+0000,7.59,debit
authorized,1,SALES-POS,1506.99,F,43,NSW,2018-08-04T11:26:59.000+0000,24.93,debit
authorized,1,SALES-POS,2582.41,M,35,QLD,2018-08-04T11:34:55.000+0000,38.06,debit
authorized,1,SALES-POS,1973.48,M,25,QLD,2018-08-04T11:42:51.000+0000,28.45,debit
authorized,1,SALES-POS,1522.37,F,40,QLD,2018-08-04T11:58:43.000+0000,124.61,debit
posted,,PAYMENT,28568.11,F,43,,2018-08-04T12:00:00.000+0000,560,debit
posted,,PAYMENT,13173.65,M,42,,2018-08-04T12:00:00.000+0000,45,debit
authorized,1,POS,1421.27,F,40,VIC,2018-08-04T12:14:14.000+0000,101.1,debit
authorized,1,SALES-POS,3128.75,M,21,VIC,2018-08-04T12:31:11.000+0000,19.69,debit
authorized,0,POS,1376.53,F,40,QLD,2018-08-04T12:48:08.000+0000,44.74,debit
posted,,INTER BANK,5773.76,M,35,,2018-08-04T13:00:00.000+0000,44,debit
authorized,1,POS,58.67,M,18,QLD,2018-08-04T13:05:15.000+0000,6.81,debit
authorized,1,POS,1404.05,F,35,VIC,2018-08-04T13:22:48.000+0000,13.57,debit
authorized,1,SALES-POS,1296.71,M,37,NSW,2018-08-04T13:40:21.000+0000,32.56,debit
authorized,0,POS,4381.54,M,22,NSW,2018-08-04T13:57:53.000+0000,75.01,debit
posted,,INTER BANK,13.67,M,18,,2018-08-04T14:00:00.000+0000,45,debit
authorized,1,SALES-POS,3121.59,M,21,VIC,2018-08-04T14:07:23.000+0000,7.16,debit
authorized,0,SALES-POS,30318.08,M,38,NSW,2018-08-04T14:24:12.000+0000,16.74,debit
authorized,1,SALES-POS,4.45,M,23,NSW,2018-08-04T14:32:36.000+0000,14.62,debit
authorized,0,SALES-POS,1480.69,F,43,NSW,2018-08-04T14:41:00.000+0000,26.3,debit
authorized,1,SALES-POS,13485.19,F,46,NSW,2018-08-04T14:49:24.000+0000,38.77,debit
authorized,1,POS,721.97,F,24,WA,2018-08-04T14:57:48.000+0000,50.5,debit
posted,,INTER BANK,5587.25,M,38,,2018-08-04T15:00:00.000+0000,133,debit
authorized,1,SALES-POS,1253.25,M,37,ACT,2018-08-04T15:08:07.000+0000,43.46,debit
authorized,1,POS,77.21,F,18,SA,2018-08-04T15:30:06.000+0000,9.7,debit
authorized,1,SALES-POS,5720.25,M,38,VIC,2018-08-04T15:41:05.000+0000,27.97,debit
authorized,1,SALES-POS,8.99,F,18,QLD,2018-08-04T15:52:05.000+0000,6.94,debit
posted,,PAYMENT,1931.27,M,69,,2018-08-04T16:00:00.000+0000,17,debit
posted,,INTER BANK,103295.04,M,42,,2018-08-04T16:00:00.000+0000,118,debit
authorized,1,POS,1390.36,F,20,NSW,2018-08-04T16:04:35.000+0000,13.19,debit
authorized,1,SALES-POS,16223.21,F,34,NSW,2018-08-04T16:20:59.000+0000,29.55,debit
authorized,1,POS,2750.07,F,27,WA,2018-08-04T16:37:22.000+0000,25.07,debit
authorized,1,POS,2256.46,M,21,WA,2018-08-04T16:53:46.000+0000,20.3,debit
posted,,PAYMENT,731.34,F,19,,2018-08-04T17:00:00.000+0000,112,debit
posted,,PAYMENT,6719.48,M,28,,2018-08-04T17:00:00.000+0000,49,debit
authorized,0,POS,79.89,M,38,NSW,2018-08-04T17:06:53.000+0000,29.95,debit
authorized,1,SALES-POS,2353.8,M,24,VIC,2018-08-04T17:17:59.000+0000,9.3,debit
authorized,1,POS,1598.7,M,20,NSW,2018-08-04T17:29:06.000+0000,25.83,debit
authorized,1,POS,2737.88,F,27,WA,2018-08-04T17:40:13.000+0000,12.19,debit
authorized,1,POS,973.14,F,35,NSW,2018-08-04T17:51:19.000+0000,23.83,debit
posted,,PAYMENT,246.09,F,34,,2018-08-04T18:00:00.000+0000,17,debit
authorized,1,SALES-POS,1476.4,F,21,NSW,2018-08-04T18:04:53.000+0000,36.06,debit
authorized,1,POS,1355.17,F,40,QLD,2018-08-04T18:49:19.000+0000,21.36,debit
authorized,1,SALES-POS,1470.89,F,21,NSW,2018-08-04T19:05:42.000+0000,5.51,debit
authorized,0,POS,1049.28,M,37,QLD,2018-08-04T19:16:42.000+0000,10.38,debit
authorized,1,POS,4326.96,M,22,NSW,2018-08-04T19:27:41.000+0000,54.58,debit
authorized,1,POS,536.62,F,26,QLD,2018-08-04T19:38:40.000+0000,2,debit
authorized,1,POS,7892.52,M,23,VIC,2018-08-04T19:49:40.000+0000,29.72,debit
posted,,INTER BANK,461.18,F,24,,2018-08-04T20:00:00.000+0000,28,debit
authorized,1,SALES-POS,1339.42,M,30,NSW,2018-08-04T20:00:24.000+0000,15.36,debit
authorized,0,POS,2723.89,F,27,WA,2018-08-04T20:07:12.000+0000,13.99,debit
authorized,0,SALES-POS,1520.95,F,19,NSW,2018-08-04T20:14:00.000+0000,8.63,debit
authorized,1,POS,28538.25,F,43,VIC,2018-08-04T20:27:37.000+0000,29.86,debit
authorized,1,POS,69.59,M,38,NSW,2018-08-04T20:34:25.000+0000,10.3,debit
authorized,0,SALES-POS,2477.96,M,22,VIC,2018-08-04T20:48:01.000+0000,16.4,debit
authorized,1,SALES-POS,1398.14,F,25,WA,2018-08-04T20:54:49.000+0000,14.56,debit
posted,,PAYMENT,13457.19,F,46,,2018-08-04T21:00:00.000+0000,28,debit
authorized,1,SALES-POS,2721.99,F,27,NSW,2018-08-04T21:06:01.000+0000,1.9,debit
authorized,0,POS,4124.62,M,19,WA,2018-08-04T21:10:52.000+0000,7.34,debit
authorized,1,SALES-POS,1588.22,M,20,NSW,2018-08-04T21:15:43.000+0000,10.48,debit
authorized,0,SALES-POS,1952.02,M,25,TAS,2018-08-04T21:25:26.000+0000,21.46,debit
authorized,1,SALES-POS,2307.67,M,24,VIC,2018-08-04T21:30:17.000+0000,46.13,debit
authorized,1,POS,183.91,F,53,QLD,2018-08-04T21:35:08.000+0000,23.61,debit
authorized,1,SALES-POS,4313.91,M,22,VIC,2018-08-04T21:44:51.000+0000,13.05,debit
authorized,1,SALES-POS,4164,M,22,NSW,2018-08-04T21:49:42.000+0000,149.91,debit
authorized,0,SALES-POS,2710.38,F,27,WA,2018-08-04T21:54:33.000+0000,11.61,debit
authorized,0,POS,528.53,F,26,QLD,2018-08-04T21:59:25.000+0000,8.09,debit
posted,,PAYMENT,1360.36,F,20,,2018-08-04T22:00:00.000+0000,30,debit
authorized,0,SALES-POS,1378.79,F,25,WA,2018-08-04T22:10:59.000+0000,19.35,debit
authorized,1,POS,424.7,M,26,NSW,2018-08-04T22:23:29.000+0000,5.09,debit
authorized,1,SALES-POS,408.24,M,26,NSW,2018-08-04T22:35:59.000+0000,16.46,debit
authorized,1,POS,2693.06,F,27,NSW,2018-08-04T22:48:29.000+0000,17.32,debit
posted,,PAYMENT,260299.02,M,46,,2018-08-04T23:00:00.000+0000,43,debit
authorized,1,SALES-POS,1209.45,F,40,QLD,2018-08-04T23:01:06.000+0000,145.72,debit
authorized,0,SALES-POS,6782.79,M,39,SA,2018-08-04T23:14:59.000+0000,45.13,debit
authorized,1,SALES-POS,1367.02,F,25,WA,2018-08-04T23:28:53.000+0000,11.77,debit
authorized,1,POS,84.8,F,30,NSW,2018-08-04T23:42:46.000+0000,8.26,debit
authorized,1,SALES-POS,19.34,F,21,NT,2018-08-04T23:56:39.000+0000,18.65,debit
authorized,1,POS,1493.27,F,19,NSW,2018-08-05T00:44:42.000+0000,27.68,debit
authorized,1,POS,1569.04,M,20,WA,2018-08-05T01:21:45.000+0000,19.18,debit
authorized,1,POS,2521.5,M,20,NSW,2018-08-05T01:51:10.000+0000,25.43,debit
posted,,PAYMENT,6615.79,M,39,,2018-08-05T02:00:00.000+0000,167,debit
posted,,PAYMENT,2452.96,M,22,,2018-08-05T02:00:00.000+0000,25,debit
authorized,1,SALES-POS,63.69,F,18,NSW,2018-08-05T02:31:49.000+0000,13.52,debit
posted,,PHONE BANK,1322.05,F,35,,2018-08-05T03:00:00.000+0000,82,debit
posted,,INTER BANK,42521.09,M,22,,2018-08-05T03:00:00.000+0000,36,debit
authorized,1,SALES-POS,134.78,F,53,QLD,2018-08-05T03:27:08.000+0000,49.13,debit
posted,,PAYMENT,423.18,F,24,,2018-08-05T04:00:00.000+0000,38,debit
authorized,1,POS,4109.53,M,19,WA,2018-08-05T04:28:25.000+0000,15.09,debit
posted,,PAYMENT,16192.21,F,34,,2018-08-05T05:00:00.000+0000,31,debit
posted,,PAYMENT,705.66,F,64,,2018-08-05T05:00:00.000+0000,30,debit
posted,,PAYMENT,30247.08,M,38,,2018-08-05T05:00:00.000+0000,71,debit
posted,,INTER BANK,50336.08,M,19,,2018-08-05T06:00:00.000+0000,123,debit
posted,,INTER BANK,54619.82,M,40,,2018-08-05T06:00:00.000+0000,39,debit
authorized,0,POS,1528.42,M,20,NSW,2018-08-05T06:17:46.000+0000,40.62,debit
posted,,PAYMENT,528.48,M,20,,2018-08-05T07:00:00.000+0000,49,debit
authorized,1,POS,57976.85,M,33,VIC,2018-08-05T07:34:26.000+0000,25.19,debit
posted,,INTER BANK,2419.96,M,22,,2018-08-05T08:00:00.000+0000,33,debit
authorized,1,POS,2679.63,F,27,WA,2018-08-05T08:16:52.000+0000,13.43,debit
authorized,0,SALES-POS,50.75,M,38,NSW,2018-08-05T08:48:07.000+0000,18.84,debit
posted,,PAYMENT,2324.96,M,22,,2018-08-05T09:00:00.000+0000,95,debit
posted,,PAYMENT,369.41,M,31,,2018-08-05T09:00:00.000+0000,123,debit
authorized,0,SALES-POS,1476.16,F,19,NSW,2018-08-05T09:09:21.000+0000,17.11,debit
authorized,1,POS,42501.13,M,22,VIC,2018-08-05T09:15:08.000+0000,19.96,debit
authorized,0,SALES-POS,517.05,F,26,NSW,2018-08-05T09:20:55.000+0000,11.48,debit
